Party,Text
Republic,"['burn', 'down', 'stores', 'kill', 'people', 'over', 'place', 'crosstalk']"
Democrat,"['that', 'not', 'peaceful', 'protest']"
Republic,"['no', 'not', 'say', 'is', 's']"
Democrat,"['i', 'did', 'not', 'say', 'is']"
Republic,['fine']
Republic,"['i', 'ended', 'because', 'racist', 'i', 'ended', 'because', 'lot', 'people', 'were', 'complaining', 'were', 'asked', 'do', 'things', 'were', 'absolutely', 'insane', 'that', 'radical', 'revolution', 'taking', 'place', 'military', 'schools', 'over', 'place', 'and', 'know', 'so', 'does', 'everybody', 'else', 'and', 'would', 'know', 'oh', 'totally', 'racial', 'crosstalk', 's', 's']"
Republic,"['if', 'were', 'certain', 'person', 'had', 'no', 'status', 'life', 'it', 'sort', 'reversal', 'and', 'if', 'look', 'people', 'we', 'would', 'pay', 'people', 'hundreds', 'thousands', 'dollars', 'teach', 'very', 'bad', 'ideas', 'frankly', 'very', 'sick', 'ideas', 'and', 'really', 'were', 'teaching', 'people', 'hate', 'country', 'and', 'im', 'not', 'going', 'do', 'that', 'im', 'not', 'going', 'allow', 'happen', 'we', 'go', 'back', 'core', 'values', 'country', 'they', 'were', 'teaching', 'people', 'country', 'horrible', 'place', 'it', 'racist', 'place', 'and', 'were', 'teaching', 'people', 'hate', 'country', 'and', 'im', 'not', 'going', 'allow', 'happen', 's']"
Democrat,"['nobody', 'doing', 'that', 's']"
Democrat,"['nobody', 'doing', 'that', 'he', 'racist', 's', 's']"
Republic,"['you', 'just', 'dont', 'know']"
Democrat,"['here', 'deal', 'i', 'know', 'lot', 'more', 'about', 'this', 'crosstalk', 's']"
Republic,"['you', 'dont', 'know']"
Democrat,"['the', 'fact', 'racial', 'insensitivity', 'people', 'made', 'aware', 'other', 'people', 'feel', 'like', 'uh', 'insults', 'demeaning', 'them', 'it', 'important', 'people', 'know', 'many', 'people', 'dont', 'want', 'hurt', 'other', 'people', 'feelings', 'but', 'amazing', 'makes', 'big', 'difference', 'it', 'makes', 'gigantic', 'difference', 'way', 'child', 'able', 'grow', 'up', 'selfsense', 'sense', 'selfesteem', 'it', 'little', 'bit', 'like', 'guy', 'friends', 'look', 'down', 'so', 'people', 'they', 'look', 'down', 'nose', 'people', 'like', 'irish', 'catholics', 'like', 'grew', 'up', 'scranton', 'they', 'look', 'down', 'people', 'dont', 'money', 'they', 'look', 'down', 'people', 'different', 'faith', 'they', 'looked', 'down', 'people', 'different', 'color', 'in', 'fact', 'were', 'americans', 'the', 'only', 'way', 'were', 'gonna', 'bring', 'country', 'together', 'bring', 'everybody', 'together', 'there', 'nothing', 'we', 'cannot', 'do', 'if', 'we', 'do', 'together', 'we', 'can', 'take', 'we', 'can', 'defeat', 'racism', 'america', 's', 's', 's', 's', 's']"
Republic,"['during', 'obamabiden', 'administration', 'tremendous', 'division', 'there', 'hatred', 'you', 'look', 'uh', 'ferguson', 'look', 'go', 'verymany', 'places', 'look', 'oakland', 'look', 'happened', 'oakland', 'look', 'happened', 'baltimore', 'look', 'happened', 'frankly', 'more', 'violent', 'than', 'im', 'even', 'seeing', 'now']"
Democrat,"['oh', 'lord']"
Republic,"['but', 'reason']"
Democrat,"['this', 'ridiculous']"
Republic,"['democrats', 'run', 'these', 'cities']"
Democrat,"['absolutely', 'ridiculous']"
Republic,"['dont', 'want', 'talk', 'like', 'about', 'law', 'order']"
Democrat,"['violent', 'crime']"
Republic,"['and', 'still', 'havent', 'mentioned']"
Democrat,"['violent', 'crime']"
Republic,"['are', 'favor', 'law', 'order']"
Democrat,"['im', 'favor', 'law', 'you', 'follow', 'little', 'bit', 'order', 'crosstalk']"
Republic,"['are', 'favor', 'law', 'order', 'crosstalk']"
Democrat,"['yes', 'im', 'favor', 'of']"
Democrat,"['law', 'order', 'justice', 'people', 'get', 'treated', 'fairly']"
Republic,['okay']
Democrat,"['and', 'fact', 'matter', 'violent', 'crime', 'went', 'down', '17', 'percent', '15', 'percent', 'administration', 'it', 'gone', 'up', 'watch', 's']"
Republic,"['it', 'went', 'down', 'much', 'more', 'ours']"
Republic,"['the', 'places', 'we', 'had', 'trouble', 'were', 'democraticrun', 'cities']"
Republic,"['i', 'think', 'party', 'issue', 'you', 'can', 'bring', 'couple', 'examples', 'if', 'look', 'chicago', 'going', 'chicago', 'uh', '53', 'people', 'were', 'shot', 'eight', 'died', 'shot', 'if', 'look', 'new', 'york', 'going', 'up', 'like', 'nobody', 'ever', 'seen', 'anything', 'the', 'numbers', 'going', 'up', '100', '150', '200', 'percent', 'uh', 'crime', 'crazy', 'going', 's', 's', 's', 's', 's']"
Democrat,"['republican', 'cities', 'republican', 'cities']"
Republic,"['doesnt', 'want', 'say', 'law', 'order', 'because', 'cant', 'because', 'hell', 'lose', 'radical', 'left', 'supporters', 'once', 'does', 'over', 'with', 'but', 'if', 'ever', 'got', 'run', 'country', 'ran', 'way', 'would', 'want', 'run', 'we', 'would', 'have', 's']"
Democrat,"['by', 'way']"
Republic,"['suburbs', 'would', 'gone', 'by', 'way', 'suburbs', 'would', 'gone', 'and', 'would', 'see', 'problems', 'like', 'youve', 'never', 'seen', 'before']"
Democrat,"['he', 'wouldnt', 'know', 'suburb', 'unless', 'took', 'wrong', 'turn', 'he', 'was']"
Republic,"['oh', 'i', 'know', 'suburbs', 'so', 'much', 'than', 'you']"
Democrat,"['i', 'raised', 'suburbs', 'this', 'not', '1950', 'all', 'these', 'dog', 'whistles', 'racism', 'dont', 'work', 'anymore', 'suburbs', 'large', 'integrated', 'there', 'people', 'today', 'driving', 'kids', 'soccer', 'practice', 'andor', 'black', 'white', 'hispanic', 'same', 'car', 'time', 'past', 'what', 'really', 'threat', 'suburbs', 'safety', 'failure', 'deal', 'covid', 'theyre', 'dying', 'suburbs', 'his', 'failure', 'deal', 'environment', 'theyre', 'being', 'flooded', 'theyre', 'being', 'burned', 'out', 'because', 'refusal', 'do', 'anything', 'that', 'suburbs', 'trouble', 's', 's', 's']"
Democrat,"['it', 'means']"
Democrat,"['look', 'i', 'support', 'police', 'having', 'opportunity', 'deal', 'problems', 'face', 'im', 'totally', 'opposed', 'defunding', 'police', 'offices', 'as', 'matter', 'fact', 'police', 'local', 'police', 'only', 'one', 'defunding', 'budget', 'calls', '400', 'million', 'cut', 'local', 'law', 'enforcement', 'assistance', 'they', 'need', 'more', 'assistance', 'they', 'need', 'show', 'up', '911', 'call', 'someone', 'psychologist', 'psychiatrist', 'keep', 'having', 'use', 'force', 'able', 'talk', 'people', 'down', 'we', 'community', 'policing', 'like', 'we', 'had', 'before', 'officers', 'get', 'know', 'people', 'communities', 'that', 'crime', 'went', 'down', 'didnt', 'go', 'up', 'it', 'went', 'down', 'and', 'so', 'we', 'engaged', 's']"
Republic,"['that', 'not', 'talking', 'about', 'chris', 'that', 'not', 'he', 'talking', 'about', 'defunding', 'police', 's', 's', 's']"
Democrat,"['that', 'exactly', 'not', 'true', 's']"
Republic,"['he', 'doesnt', 'law', 'support', 'he', 'has', 'no', 'law', 'enforcement', 'support']"
Republic,"['almost', 'nothing']"
Democrat,"['that', 'not', 'true', 'that', 'not', 'oh', 'look', 's', 's']"
Republic,"['oh', 'really', 'do', 'have', 'name', 'one', 'group', 'supports', 'you', 'name', 'one', 'group', 'came', 'out', 'supported', 'you', 'go', 'ahead', 'think', 'we', 'time']"
Democrat,"['we', 'dont', 'time', 'do', 'anything', 'except']"
Republic,"['no', 'no', 'think', 'about', 'it', 'name', 'one', 'law', 'enforcement', 'group', 'came', 'out', 'support', 'you']"
Democrat,"['folks', 'folks']"
Republic,"['there', 'arent', 'any', 'i', 'dont', 'think', 'any']"
Democrat,"['i', 'dont', 'hold', 'public', 'office', 'now', 'i', 'am', 'former', 'vicepresident', 'ive', 'made', 'clear', 'ive', 'made', 'clear', 'public', 'statements', 'violence', 'should', 'prosecuted', 'it', 'should', 'prosecuted', 'anyone', 'commits', 'should', 'prosecuted']"
Republic,"['he', 'never', 'done', 'that', 's']"
Democrat,"['they', 'can', 'fact', 'take', 'care', 'if', 'hed', 'just', 'stay', 'out', 'way']"
Republic,"['oh', 'really', 'oh', 'really']"
Republic,"['i', 'sent', 'us', 'marshals']"
Democrat,"['here', 'thing', 's']"
Republic,"['to', 'get', 'killer', 'young', 'man', 'middle', 'street', 'shot', 'him', 'for', 'three', 'days', 'portland', 'didnt', 'do', 'anything']"
Republic,"['i', 'sent', 'us', 'marshals', 'took', 'care', 'business']"
Democrat,"['and', 'way', 'own', 'former', 'spokesperson', 'said', 'know', 'riots', 'chaos', 'violence', 'help', 'cause', 'that', 'about', 's']"
Republic,"['i', 'dont', 'know', 'said', 'that']"
Democrat,"['i', 'do']"
Republic,['who']
Democrat,"['i', 'think', 'itkellyanne', 'conway']"
Republic,"['i', 'dont', 'think', 'said', 'that']"
Democrat,"['she', 'said', 'that']"
Republic,"['i', 'dont', 'think', 'so']"
Democrat,"['and', 'so', 'point', 'the', 'point', 'keep', 'trying', 'rile', 'everything', 'up', 'he', 'doesnt', 'want', 'calm', 'things', 'down', 'instead', 'going', 'talking', 'people', 'saying', 'let', 'get', 'everybody', 'together', 'figure', 'out', 'deal', 'this', 'what', 'do', 'he', 'just', 'pours', 'gasoline', 'fire', 'constantly', 'at', 'every', 'single', 'solitary', 'time', 's', 's', 's', 's']"
Republic,"['you', 'mean', 'i', 'answer', 'stuff']"
Republic,"['his', 'statement']"
Republic,"['wait', 'second', 'made', 'statement']"
Republic,"['i', 'would', 'love', 'end', 'it', 'i', 'would', 'love', 'end', 'it']"
Republic,"['we', 'could', 'very', 'quickly']"
Republic,"['ill', 'send', 'national', 'guard', 'would', 'over', 'thatd', 'no', 'problem', 'but', 'i', 'dont', 'want', 'accept', 'national', 'guard']"
Republic,"['sure', 'im', 'willing', 'do', 'that']"
Republic,"['i', 'would', 'say', 'almost', 'everything', 'i', 'see', 'leftwing', 'not', 'right', 'wing']"
Republic,"['im', 'willing', 'do', 'anything', 'i', 'wanna', 'see', 'peace']"
Democrat,"['say', 'it', 'do', 'it', 'say', 'it']"
Republic,"['you', 'want', 'call', 'them', 'what', 'do', 'want', 'call', 'them', 'give', 'name', 'give', 'name', 'go', 'ahead', 'would', 'like', 'condemn']"
Democrat,"['proud', 'boys']"
Democrat,"['proud', 'boys']"
Republic,"['proud', 'boys', 'stand', 'back', 'stand', 'by', 'but', 'ill', 'tell', 'ill', 'tell', 'what', 'omebody', 'got', 'do', 'something', 'about', 'antifa', 'left', 'because', 'not', 'right', 'wing', 'problem', 'leftwing', 'this', 'leftwing', 'problem', 's']"
Democrat,"['he', 'own', 'fbi', 'director', 'said', 'unlike', 'white', 'supremacists', 's']"
Republic,"['this', 'leftwing', 'problem']"
Democrat,"['antifa', 'idea', 'not', 'organization']"
Republic,"['oh', 'gotta', 'kidding']"
Democrat,"['not', 'militia', 'that', 'fbi', 'director', 'said', 's']"
Republic,"['well', 'then', 'know', 'wrong', 's']"
Republic,"['hit', 'over', 'head', 'antifa', 'bad']"
Democrat,"['everybody', 'administration']"
Republic,"['antifa', 'bad']"
Democrat,"['every', 'body', 'administration', 'tells', 'true', 'bad', 'idea', 'you', 'no', 'idea', 's']"
Republic,"['you', 'know', 'antifa', 'dangerous', 'radical', 'group']"
Republic,"['and', 'ought', 'careful', 'theyll', 'overthrow', 'you']"
Republic,"['because', 'never', 'administration', 'president', 'has', 'done', 'more', 'than', 'ive', 'done', 'period', 'three', 'half', 'years', 'and', 'despite', 'impeachment', 'hoax', 'saw', 'happened', 'today', 'hillary', 'clinton', 'whole', 'big', 'con', 'job', 'but', 'despite', 'going', 'through', 'these', 'things', 'i', 'hadda', 'fight', 'both', 'flanks', 'behind', 'above', 'has', 'never', 'administration', 'done', 'ive', 'done', 'the', 'greatest', 'before', 'covid', 'came', 'greatest', 'economy', 'history', 'lowest', 'employunemployment', 'numbers', 'everything', 'good', 'everything', 'going', 's', 's']"
Democrat,"['under', 'president', 'we', 'become', 'weaker', 'sicker', 'poorer', 'more', 'divided', 'more', 'violent', 'when', 'i', 'vicepresident', 'we', 'inherited', 'recession', 'i', 'asked', 'fix', 'it', 'i', 'did', 'we', 'left', 'booming', 'economy', 'caused', 'recession', 'with', 'regard', 'being', 'weaker', 'fact', 'ive', 'gone', 'head', 'head', 'putin', 'made', 'clear', 'were', 'not', 'going', 'take', 'stuff', 'he', 'putin', 'puppy', 'he', 'still', 'refuses', 'even', 'say', 'anything', 'putin', 'about', 'bounty', 'heads', 'american', 'soldiers', 's', 's']"
Republic,"['you', 'son', 'got', 'three', 'half', 'million', 'dollars']"
Democrat,"['by', 'way', 'son']"
Democrat,"['he', 'never', 'keeps', 'word']"
Republic,"['can', 'i', 'answer']"
Democrat,"['can', 'add', 'back', '30', 'seconds']"
Democrat,"['all', 'right']"
Democrat,"['so', 'thirdly', 'were', 'poor', 'the', 'billionaires', 'gotten', 'much', 'more', 'wealthy', 'tune', 'over', 'three', 'four', 'hundred', 'billion', 'dollars', 'more', 'just', 'since', 'covid', 'you', 'home', 'got', 'less', 'youre', 'more', 'trouble', 'than', 'were', 'before', 'in', 'terms', 'being', 'more', 'violent', 'when', 'we', 'were', 'office', 'were', '15', 'less', 'violence', 'america', 'than', 'today', 'he', 'president', 'united', 'states', 'it', 'watch', 'and', 'regard', 'more', 'divided', 'nation', 'cant', 'stay', 'divided', 'we', 'cant', 'way', 'and', 'speaking', 'son', 'way', 'talk', 'about', 'military', 'way', 'talk', 'about', 'being', 'losers', 'being', 'just', 'being', 'suckers', 'my', 'son', 'iraq', 'he', 'spent', 'year', 'there', 'he', 'got', 'got', 'bronze', 'star', 'he', 'got', 'conspicuous', 'service', 'medal', 'he', 'not', 'loser', 'he', 'patriot', 'people', 'left', 'behind', 'were', 'heroes', 's', 's']"
Republic,['really']
Democrat,"['and', 'i', 'resent']"
Republic,"['are', 'talking', 'hunter', 'talking', 'about', 'hunter']"
Democrat,"['im', 'talking', 'about', 'son', 'beau', 'biden', 'youre', 'talking', 'about', 'hunter']"
Republic,"['i', 'dont', 'know', 'beau', 'i', 'know', 'hunter', 'hunter', 'got', 'thrown', 'out', 'military', 'he', 'thrown', 'out', 'dishonorably', 'discharged']"
Democrat,"['that', 'not', 'true', 'wasnt', 'dishonorably', 'discharged', 's']"
Republic,"['for', 'cocaine', 'use', 'and', 'didnt', 'job', 'until', 'became', 'vicepresident', 'once', 'became', 'vicepresident']"
Democrat,"['none', 'true']"
Republic,"['made', 'fortune', 'ukraine', 'china', 'moscow', 'various', 'other', 'places']"
Democrat,"['that', 'simply', 'not', 'true']"
Republic,"['he', 'made', 'fortune']"
Democrat,"['my', 'son', 'son']"
Republic,"['didnt', 'job']"
Democrat,"['my', 'son', 'like', 'lot', 'people', 'like', 'lot', 'people', 'we', 'know', 'home', 'had', 'drug', 'problem', 'he', 'overtaken', 'it', 'he', 'fixed', 'it', 'he', 'worked', 'it', 'and', 'im', 'proud', 'him', 'im', 'proud', 'son', 's', 's', 's', 's']"
Republic,"['but', 'given', 'tens', 'millions', 'dollars']"
Democrat,"['he', 'wasnt', 'given', 'tens', 'millions', 'dollars', 'crosstalk']"
Republic,"['he', 'given', 'tens', 'millions', 'dollars']"
Democrat,"['that', 'totally', 'discredited']"
Democrat,"['totally', 'discredited']"
Democrat,"['so', 'do', 'i']"
Republic,['unintelligible']
Republic,"['i', 'know', 'somebody', 'gets', 'three', 'half', 'million', 'dollars', 'mayor', 'moscow']"
Democrat,"['that', 'not', 'true', 'that', 'report', 'totally', 'discredited']"
Republic,"['why', 'did', 'get', 'it']"
Democrat,"['mitt', 'romney', 'committee', 'said', 'wasnt', 'worth', 'taxpayer', 'money', 'that', 'report', 'written', 'political', 'reason', 's']"
Democrat,"['so', 'would', 'i']"
Republic,"['i', 'want', 'crystal', 'clean', 'water', 'air', 'i', 'want', 'beautiful', 'clean', 'air', 'we', 'now', 'lowest', 'carbon', 'if', 'look', 'numbers', 'right', 'now', 'we', 'doing', 'phenomenally', 'but', 'i', 'havent', 'destroyed', 'businesses', 'our', 'businesses', 'arent', 'put', 'out', 'commission', 'if', 'look', 'paris', 'accord', 'disaster', 'standpoint', 'and', 'people', 'actually', 'very', 'happy', 'about', 'going', 'because', 'businesses', 'doing', 'well', 'as', 'far', 'fires', 'concerned', 'need', 'forest', 'management', 'in', 'addition', 'everything', 'else', 'forest', 'floors', 'loaded', 'up', 'trees', 'dead', 'trees', 'years', 'old', 'theyre', 'like', 'tinder', 'leaves', 'everything', 'else', 'you', 'drop', 'cigarette', 'whole', 'forest', 'burns', 'down', 'youve', 'got', 'forest', 'management', 's']"
Republic,"['i', 'believe', 'we', 'do', 'everything', 'we', 'can', 'immaculate', 'air', 'immaculate', 'water', 'do', 'whatever', 'else', 'we', 'can', 'good', 'you', 'know', 'were', 'planting', 'billion', 'treesthe', 'billion', 'tree', 'projectand', 'very', 'exciting', 'lot', 'people', 's', 's']"
Republic,"['i', 'think', 'lot', 'things', 'do', 'i', 'think', 'extent', 'yes', 'i', 'think', 'extent', 'yes', 'but', 'i', 'also', 'think', 'we', 'do', 'better', 'management', 'forests', 'every', 'year', 'i', 'get', 'call', 'california', 'burning', 'california', 'burning', 'if', 'cleaned', 'if', 'were', 'if', 'had', 'forest', 'management', 'good', 'forest', 'management', 'wouldnt', 'getting', 'those', 'calls', 'you', 'know', 'europe', 'live', 'forest', 'cities', 'they', 'call', 'forest', 'cities', 'they', 'maintain', 'forest', 'they', 'manage', 'forest', 'i', 'head', 'major', 'country', 'forest', 'city', 'he', 'said', 'sir', 'we', 'trees', 'far', 'more', 'ignite', 'much', 'easier', 'than', 'california', 'there', 'shouldnt', 'problem', 'i', 'spoke', 'governor', 'about', 'it', 'im', 'getting', 'along', 'very', 'well', 'governor', 'but', 'i', 'said', 'at', 'point', 'cant', 'every', 'year', 'hundreds', 'thousands', 'acres', 'land', 'just', 'burned', 'ground', 's', 's', 's']"
Republic,"['that', 'burning', 'down', 'because', 'lack', 'management', 's']"
Republic,"['because', 'driving', 'energy', 'prices', 'through', 'sky']"
Republic,"['well', 'not', 'really', 'because', 'happening', 'car', 'much', 'less', 'expensive', 'much', 'safer', 'car', 'youre', 'talk', 'about', 'tiny', 'difference', 'and', 'then', 'would', 'happen', 'because', 'cost', 'car', 'would', 'least', 'double', 'triple', 'number', 'cars', 'purchased', 'we', 'old', 'slugs', 'out', '10', '12', 'years', 'old', 'if', 'did', 'car', 'would', 'safer', 'it', 'would', 'much', 'cheaper', '3500', 's', 's']"
Republic,"['no', 'would', 'take', 'lot', 'cars', 'off', 'market', 'because', 'people', 'would', 'able', 'afford', 'car', 'now', 'so', 'way', 'were', 'going', 'see', 'turns', 'out', 'but', 'lot', 'people', 'agree', 'people', 'the', 'car', 'has', 'gotten', 'so', 'expensive', 'because', 'computers', 'over', 'place', 'extra', 'little', 'bit', 'gasoline']"
Republic,"['and', 'im', 'okay', 'electric', 'cars', 'too', 'i', 'think', 'im', 'electric', 'cars', 'ive', 'given', 'big', 'incentives', 'electric', 'cars', 'theyve', 'done', 'california', 'just', 'crazy']"
Democrat,"['he', 'absolutely', 'wrong', 'number', 'one', 'number', 'two', 'if', 'fact', 'during', 'administration', 'recovery', 'act', 'i', 'able', 'charge', 'able', 'bring', 'down', 'cost', 'renewable', 'energy', 'cheaper', 'than', 'cheap', 'coal', 'gas', 'oil', 'nobody', 'gonna', 'build', 'another', 'uh', 'coal', 'fired', 'plant', 'america', 'no', 'one', 'going', 'build', 'another', 'oil', 'fire', 'plant', 'america', 'theyre', 'going', 'move', 'renewable', 'energy', 'number', 'one', 's', 's', 's']"
Democrat,"['well', 'hadnt', 'drawn', 'line', 'he', 'still', 'example', 'makes', 'sure', 'we', 'wants', 'make', 'sure', 'methane', 'not', 'problem', 'we', 'can', 'can', 'now', 'emit', 'more', 'methane', 'without', 'being', 'problem', 'methane', 'this', 'guy', 'says', 'dont', 'mileage', 'standards', 'automobiles', 'exist', 'now', 'this', 'guy', 'says', 'well', 'fact', 'is', 's']"
Republic,"['not', 'true', 'not', 'true']"
Democrat,"['it', 'true', 'and', 'deal', 's', 's']"
Republic,"['he', 'talking', 'about', 'green', 'new', 'deal', 'and', 'not', '2', 'billion', '20', 'billion', 'said', 'it', '100', 'trillion', 'dollars', 's', 's', 's']"
Democrat,"['im', 'im', 'im', 'talking', 'about', 'biden', 'plan']"
Republic,"['where', 'want', 'rip', 'down', 'buildings']"
Republic,"['and', 'rebuild', 'building']"
Democrat,['no']
Republic,"['it', 'dumbest', 's']"
Democrat,"['that', 'not', 'not']"
Republic,"['most', 'ridiculous', 'where', 'airplanes', 'out', 'business', 'where', 'two', 'car', 'systems', 'out']"
Democrat,"['not', 'true']"
Republic,"['want', 'take', 'out', 'cows', 'too']"
Democrat,"['not', 'true']"
Republic,"['you', 'know', 'not', 'true', 'either', 'right', 's']"
Democrat,"['not', 'true']"
Republic,"['this', '100', 'trillion']"
Democrat,"['simply', 'look']"
Republic,"['that', 'more', 'money', 'than', 'country', 'could', 'make', 'hundred', 'years', 'if', 'were', 's']"
Democrat,"['that', 'simply', 'not', 'case']"
Republic,"['it', 'would', 'destroy', 'country']"
Democrat,"['what', 'going', 'do', 'going', 'create', 'thousands', 'millions', 'jobs', 'good', 'paying', 'jobs', 's', 's']"
Republic,"['hundred', 'trillion', 'dollars']"
Democrat,"['he', 'doesnt', 'know', 'do', 'that']"
Republic,"['100', 'trillion', 'dollars']"
Democrat,"['the', 'fact', 'going', 'create', 'millions', 'goodpaying', 'jobs', 'and', 'these', 'tax', 'incentives', 'people', 'people', 'weatherize', 'wants', 'get', 'get', 'rid', 'of', 'it', 'going', 'make', 'economy', 'much', 'safer', 'look', 'much', 'were', 'paying', 'now', 'deal', 'hurricanes', 'deal', 'with', 'by', 'way', 'has', 'answer', 'hurricanes', 'he', 'said', 'maybe', 'we', 'should', 'drop', 'nuclear', 'weapon', 'may', 'go', 'away', 's', 's']"
Republic,"['i', 'never', 'said', 'all']"
Democrat,"['yeah', 'did', 'say', 'that']"
Republic,"['they', 'made', 'up']"
Democrat,"['and', 'deal', 's']"
Republic,"['you', 'make', 'up', 'lot']"
Democrat,"['were', 'going', 'position', 'we', 'can', 'create', 'hard', 'hard', 'good', 'jobs', 'making', 'sure', 'environment', 'clean', 'we', 'better', 'shape', 'we', 'spend', 'billions', 'dollars', 'now', 'billions', 'dollars', 'floods', 'hurricanes', 'rising', 'seas', 'were', 'real', 'trouble', 'look', 'happened', 'just', 'midwest', 'these', 'storms', 'come', 'through', 'wipe', 'out', 'entire', 'sections', 'counties', 'iowa', 'they', 'didnt', 'happen', 'before', 'theyre', 'because', 'global', 'warming', 'we', 'make', 'up', '15', 'world', 'problem', 'we', 'fact', 'rest', 'world', 'weve', 'got', 'get', 'come', 'along', 'that', 'we', 'get', 'back', 'into', 'back', 'into', 'paris', 'accord', 's', 's', 's']"
Republic,"['wait', 'minute', 'chris', 'so', 'didnt', 'do', '47', 'years', 'you', 'were', 'vicepresident']"
Democrat,"['for', '47']"
Republic,"['so', 'didnt', 'get', 'world—china', 'sends', 'up', 'real', 'dirt', 'into', 'air', 'russia', 'does', 'india', 'does', 'they', 'do', 'were', 'supposed', 'good', 'and', 'way', 'made', 'couple', 'statements', 'the', 'green', 'new', 'deal', 'hundred', 'trillion', 'dollars']"
Democrat,"['that', 'not', 'plan']"
Republic,"['not', '20', 'billion']"
Democrat,"['the', 'green', 'new', 'deal', 'not', 'plan']"
Republic,"['you', 'want', 'rebuild', 'every', 'building']"
Democrat,"['if', 'knew', 'anything', 'about']"
Republic,"['well', 'want', 'rebuild', 'everything']"
Democrat,"['if', 'knew', 'anything', 'about']"
Republic,"['he', 'made', 'statement', 'about', 'military', 'he', 'said', 'i', 'said', 'something', 'about', 'military', 'he', 'friends', 'made', 'up', 'then', 'went', 'it', 'i', 'never', 'said', 'it']"
Democrat,"['that', 'not', 'true']"
Republic,"['what', 'did', 'said']"
Republic,"['is', 'called', 'military', 'stupid', 'bastards']"
Democrat,"['i', 'did', 'not', 'say', 'that']"
Republic,"['he', 'said', 'tape', 'crosstalk']"
Democrat,"['not', 'true']"
Republic,"['he', 'said', 'stupid', 'bastards']"
Democrat,"['play', 'it']"
Republic,"['i', 'would', 'never', 'say', 'that']"
Democrat,"['play', 'it']"
Republic,"['youre', 'tape']"
Democrat,"['the', 'final', 'question', 'i', 'cant', 'remember', 'rantings', 'final', 'question']"
Democrat,['yeah']
Democrat,"['the', 'economy']"
Democrat,"['the', 'green', 'new', 'deal', 'pay', 'itself', 'we', 'move', 'forward', 'were', 'not', 'going', 'build', 'plants', 'fact', 'great', 'polluting', 'plants', 'were', 'gonna', 'build']"
Democrat,"['pardon', 'me']"
Democrat,"['no', 'i', 'dont', 'support', 'green', 'new', 'deal']"
Republic,"['oh', 'dont', 'oh', 'well', 'big', 'statement', 's']"
Democrat,"['i', 'support']"
Republic,"['you', 'just', 'lost', 'radical', 'left', 'it', 'done', 'oh', 'dont', 's']"
Democrat,"['i', 'support', 'biden', 'plan', 'i', 'put', 'forward']"
Democrat,"['the', 'biden', 'plan', 'different', 'than', 'calls', 'the', 'radical', 'green', 'new', 'deal']"
Democrat,"['prepare', 'let', 'people', 'vote', 'they', 'should', 'go', 'iwillvotecom', 'decide', 'theyre', 'going', 'vote', 'theyre', 'going', 'vote', 'means', 'theyre', 'going', 'vote', 'his', 'own', 'homeland', 'security', 'director', 'well', 'fbi', 'director', 'says', 'no', 'evidence', 'mailin', 'ballots', 'source', 'being', 'manipulated', 'cheating', 'they', 'said', 'that', 'the', 'fact', 'going', 'millions', 'people', 'because', 'covid', 'going', 'voting', 'mailin', 'ballots', 'like', 'does', 'way', 'he', 'sits', 'behind', 'resolute', 'desk', 'sends', 'ballot', 'florida', 'number', 'one']"
Republic,"['so', 'i', 'listen', 'joe', 'talking', 'about', 'transition', 'has', 'no', 'transition', 'i', 'won', 'i', 'won', 'election', 'and', 'if', 'look', 'crooked', 'hillary', 'clinton', 'if', 'look', 'different', 'people', 'no', 'transition', 'because', 'came', 'after', 'trying', 'do', 'coup', 'they', 'came', 'after', 'spying', 'campaign', 'they', 'started', 'day', 'i', 'won', 'even', 'before', 'i', 'won', 'from', 'day', 'i', 'came', 'down', 'escalator', 'first', 'lady', 'were', 'disaster', 'they', 'were', 'disgrace', 'country', 'weve', 'caught', 'em', 'weve', 'caught', 'em', 'all', 'weve', 'got', 'tape', 'weve', 'caught', 'em', 'all', 'and', 'way', 'gave', 'idea', 'logan', 'act', 'against', 'general', 'flynn', 'you', 'better', 'take', 'look', 'because', 'we', 'caught', 'sense', 'president', 'obama', 'sitting', 'office']"
Republic,"['we', 'major', 'states', 'that']"
Republic,"['run', 'democrats']"
Republic,"['all', 'run', 'democrats']"
Republic,"['it', 'rigged', 'election', 's']"
Republic,"['yeah', 'i', 'think', 'im', 'counting', 'look', 'ballots', 'definitely', 'i', 'dont', 'think—i', 'hope', 'we', 'dont', 'need', 'terms', 'election', 'itself', 'but', 'ballots', 'i', 'think', 'so', 'because', 'happening', 'incredible', 'i', 'just', 'heard', 'i', 'read', 'today', 'least', '1', 'ballots', '2016', 'were', 'invalidated', 'they', 'take', 'em', 'we', 'dont', 'like', 'em', 'we', 'dont', 'like', 'em', 'they', 'throw', 'em', 'out', 's']"
Republic,"['left', 'right']"
Republic,"['what', 'do', 'go', 'vote', 'you', 'do', 'solicited', 'ballot', 'okay', 's']"
Republic,"['you', 'go', 'vote', 'you', 'go', 'vote']"
Republic,"['like', 'used', 'old']"
